Name	EmailAddress	StartDate	EndDate	Finished	ResearchConsent	FullName:	Emailand/orphonenumber:	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Interscalene-Averageofsingleinjectionspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Interscalene-Averageofperineuralcatheterspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Supraclavicular-Averageofsingleinjectionspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Supraclavicular-Averageofperineuralcatheterspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Infraclavicular-Averageofsingleinjectionspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Infraclavicular-Averageofperineuralcatheterspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Axillary-Averageofsingleinjectionspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Axillary-Averageofperineuralcatheterspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Saphenous-Averageofsingleinjectionspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Saphenous-Averageofperineuralcatheterspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Femoral-Averageofsingleinjectionspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Femoral-Averageofperineuralcatheterspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Fasciailiaca-Averageofsingleinjectionspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Fasciailiaca-Averageofperineuralcatheterspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Sciatic(notpopliteal)-Averageofsingleinjectionspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Sciatic(notpopliteal)-Averageofperineuralcatheterspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Popliteal-sciatic-Averageofsingleinjectionspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Popliteal-sciatic-Averageofperineuralcatheterspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-TAP-Averageofsingleinjectionspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-TAP-Averageofperineuralcatheterspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Paravertebral-Averageofsingleinjectionspermonth:"	"ForeachPNBsite,pleaseenteranumericalvalueofzeroor/greatertoindicatetheaveragenum...-Paravertebral-Averageofperineuralcatheterspermonth:"	"ForeachPNBsite,pleaseindicateyourpreferred/techniqueforperineuralcatheterssinceattend...-Interscalene"	"ForeachPNBsite,pleaseindicateyourpreferred/techniqueforperineuralcatheterssinceattend...-Supraclavicular"	"ForeachPNBsite,pleaseindicateyourpreferred/techniqueforperineuralcatheterssinceattend...-Infraclavicular"	"ForeachPNBsite,pleaseindicateyourpreferred/techniqueforperineuralcatheterssinceattend...-Axillary"	"ForeachPNBsite,pleaseindicateyourpreferred/techniqueforperineuralcatheterssinceattend...-Saphenous"	"ForeachPNBsite,pleaseindicateyourpreferred/techniqueforperineuralcatheterssinceattend...-Femoral"	"ForeachPNBsite,pleaseindicateyourpreferred/techniqueforperineuralcatheterssinceattend...-Fasciailiaca"	"ForeachPNBsite,pleaseindicateyourpreferred/techniqueforperineuralcatheterssinceattend...-Sciatic(notpopliteal)"	"ForeachPNBsite,pleaseindicateyourpreferred/techniqueforperineuralcatheterssinceattend...-Popliteal-sciatic"	"ForeachPNBsite,pleaseindicateyourpreferred/techniqueforperineuralcatheterssinceattend...-TAP"	"ForeachPNBsite,pleaseindicateyourpreferred/techniqueforperineuralcatheterssinceattend...-Paravertebral"	"ForeachPNBsite,pleaseindicateyourcomfortlevelforplacing/perineuralcatheterssinceatte...-Interscalene"	"ForeachPNBsite,pleaseindicateyourcomfortlevelforplacing/perineuralcatheterssinceatte...-Supraclavicular"	"ForeachPNBsite,pleaseindicateyourcomfortlevelforplacing/perineuralcatheterssinceatte...-Infraclavicular"	"ForeachPNBsite,pleaseindicateyourcomfortlevelforplacing/perineuralcatheterssinceatte...-Axillary"	"ForeachPNBsite,pleaseindicateyourcomfortlevelforplacing/perineuralcatheterssinceatte...-Saphenous"	"ForeachPNBsite,pleaseindicateyourcomfortlevelforplacing/perineuralcatheterssinceatte...-Femoral"	"ForeachPNBsite,pleaseindicateyourcomfortlevelforplacing/perineuralcatheterssinceatte...-Fasciailiaca"	"ForeachPNBsite,pleaseindicateyourcomfortlevelforplacing/perineuralcatheterssinceatte...-Sciatic(notpopliteal)"	"ForeachPNBsite,pleaseindicateyourcomfortlevelforplacing/perineuralcatheterssinceatte...-Popliteal-sciatic"	"ForeachPNBsite,pleaseindicateyourcomfortlevelforplacing/perineuralcatheterssinceatte...-TAP"	"ForeachPNBsite,pleaseindicateyourcomfortlevelforplacing/perineuralcatheterssinceatte...-Paravertebral"	Sincetheworkshop what was your:-Pleaseenternumericalvalueofzeroorgreaterforpercentvalue-Averageblocksuccessrate(%)(didnotrequiresupplementationorunplannedGA)	Sincetheworkshop what was your:-Pleaseenternumericalvalueofzeroorgreaterforpercentvalue-Numberofinadvertentvascularpunctureswithoutinjections():	Sincetheworkshop what was your:-Pleaseenternumericalvalueofzeroorgreaterforpercentvalue-Numberofintravascularinjectionsresultinginseizuresorcardiacarrest():	Pleaseratethefollowingpotentialobstaclesinimplementingan/ultrasound-guidedperinerualcat...-Inadequateproceduralskills	Pleaseratethefollowingpotentialobstaclesinimplementingan/ultrasound-guidedperinerualcat...-Availabilityofultrasoundequipment	Pleaseratethefollowingpotentialobstaclesinimplementingan/ultrasound-guidedperinerualcat...-Timepressure	Pleaseratethefollowingpotentialobstaclesinimplementingan/ultrasound-guidedperinerualcat...-Lackofsupportfromsurgeons	"Pleaseratethefollowingpotentialobstaclesinimplementingan/ultrasound-guidedperinerualcat...-Lackofsupportfromotherhealthcareproviders(e.g.nurses,etc)"	Pleaseratethefollowingpotentialobstaclesinimplementingan/ultrasound-guidedperinerualcat...-Preferenceforothernervelocalizationtechniques	Pleaseratethefollowingpotentialobstaclesinimplementingan/ultrasound-guidedperinerualcat...-Patientcompliance	Pleaseratethefollowingpotentialobstaclesinimplementingan/ultrasound-guidedperinerualcat...-Patientrefusal	"Pleaseratethefollowingpotentialobstaclesinimplementingan/ultrasound-guidedperinerualcat...-Patientpathology(e.g.psychiatricdisorder,substanceabusehx,neuropathy,etc)"	"PleaseratethefollowingteachingmethodsforUS-guidedPNB/basedonyourperceptionofeffectiv...-Lectures(e.g.conference,webinars)"	PleaseratethefollowingteachingmethodsforUS-guidedPNB/basedonyourperceptionofeffectiv...-Scanningonmodelsataworkshop	"PleaseratethefollowingteachingmethodsforUS-guidedPNB/basedonyourperceptionofeffectiv...-Phantompractice(part-tasktraining,e.g.bluephantomormeat)"	PleaseratethefollowingteachingmethodsforUS-guidedPNB/basedonyourperceptionofeffectiv...-Observationofrealprocedures	PleaseratethefollowingteachingmethodsforUS-guidedPNB/basedonyourperceptionofeffectiv...-Onlineandotherelectronictutorials	PleaseratethefollowingteachingmethodsforUS-guidedPNB/basedonyourperceptionofeffectiv...-Textbooks	PleaseratethefollowingteachingmethodsforUS-guidedPNB/basedonyourperceptionofeffectiv...-Teachingbycolleagues	PleaseratethefollowingteachingmethodsforUS-guidedPNB/basedonyourperceptionofeffectiv...-Mannequinsimulation(immersivelearning)	PleaseratethefollowingteachingmethodsforUS-guidedPNB/basedonyourperceptionofeffectiv...-Cadaverlab	"Sincetheworkshop,haveyouusedanyofthefollowingtolearn/moreaboutUS-guidednerveblocks?-Lectures(e.g.conference,webinars)"	"Sincetheworkshop,haveyouusedanyofthefollowingtolearn/moreaboutUS-guidednerveblocks?-Scanningonmodelsataworkshop"	"Sincetheworkshop,haveyouusedanyofthefollowingtolearn/moreaboutUS-guidednerveblocks?-Phantompractice(part-tasktraining,e.g.bluephantomormeat)"	"Sincetheworkshop,haveyouusedanyofthefollowingtolearn/moreaboutUS-guidednerveblocks?-Observationofrealprocedures"	"Sincetheworkshop,haveyouusedanyofthefollowingtolearn/moreaboutUS-guidednerveblocks?-Onlineandotherelectronictutorials"	"Sincetheworkshop,haveyouusedanyofthefollowingtolearn/moreaboutUS-guidednerveblocks?-Textbooks"	"Sincetheworkshop,haveyouusedanyofthefollowingtolearn/moreaboutUS-guidednerveblocks?-Teachingbycolleagues"	"Sincetheworkshop,haveyouusedanyofthefollowingtolearn/moreaboutUS-guidednerveblocks?-Mannequinsimulation(immersivelearning)"	"Sincetheworkshop,haveyouusedanyofthefollowingtolearn/moreaboutUS-guidednerveblocks?-Cadaverlab"	Pleaseenteranyadditionalcommentsand/orfeedbackbelow:
masked	masked	12/16/2010 16:30	12/16/2010 16:36	1	1	masked	masked	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	3	3	1	1	1	1	1	1	1	1	3	1	1	3	1	4	1	1	1	1	1	100	0	0	3	2	4	3	2	2	2	2	2	3	3	3	3	3	3	4	3	4	1	1	1	1	1	1	1	2	2	NA
masked	masked	12/16/2010 18:43	12/21/2010 19:40	1	1	masked	masked	15	1	10	0	15	0	0	0	10	5	15	0	1	0	0	0	10	10	8	0	5	5	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	3	3	4	4	4	99%	0	0	1	1	2	2	1	1	2	3	3	4	5	5	5	4	2	4	4	4	1	1	1	1	1	2	1	1	2	"It would be very helpful if you had on-line lectures/videos on PNBs, just like Blockjocks.com"
masked	masked	12/22/2010 7:52	12/22/2010 8:02	1	1	masked	masked	1	0	2	0	0	0	8	0	0	10	5	5	3	0	1	0	10	1	15	0	0	0	1	1	1	1	1	3	1	3	1	1	1	5	4	4	5	5	5	4	4	5	5	3	85	1	0	1	1	3	3	2	2	1	2	3	2	5	4	5	4	3	5	4	5	1	2	2	1	1	2	1	2	2	Thank you for amazing workshops. I will take one again!
masked	masked	12/18/2010 8:01	12/18/2010 8:06	1	1	masked	masked	4	2	1	0	0	0	1	0	1	5	0	0	0	0	1	5	1	2	6	0	0	0	1	1	1	1	1	1	1	1	1	1	1	5	5	3	4	5	5	1	5	5	5	1	99	0	1	2	3	2	2	2	1	2	2	2	2	4	2	4	4	4	5	3	2	1	1	2	1	1	1	2	2	2	NA
masked	masked	12/16/2010 16:31	12/16/2010 16:39	1	1	masked	masked	2	5	2	0	0	2	0	0	0	2	1	1	0	0	1	1	2	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5	98	0	0	4	2	2	2	2	1	2	2	3	4	4	3	5	5	3	5	4	5	1	1	1	1	1	2	1	2	1	Need good data to support optimal catheter position both for effectiveness and safety. 
masked	masked	12/29/2010 10:30	12/29/2010 10:45	1	1	masked	masked	9	0	3	0	0	0	1	0	2	0	3	0	0	0	0	0	2	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	3	3	1	3	3	3	3	1	3	2	1	90	2	0	2	2	4	4	2	2	2	2	3	3	4	4	5	5	4	4	5	4	1	1	1	1	1	1	1	2	2	Appreciate your course. Very helpful to spend concentrated time focusing on blocks using several modalities. 
masked	masked	12/18/2010 7:41	12/18/2010 7:50	1	1	masked	masked	15	1	0	0	0	0.2	15	0	1	0	5	15	5	0	0	0	10	0.1	0	0	0	0	1	1	1	1	1	1	1	3	1	1	3	4	2	5	4	3	5	5	2	5	1	1	100	0	0	3	2	3	2	3	3	3	3	3	2	3	3	3	2	2	5	4	4	1	1	1	1	1	1	1	1	2	NA
masked	masked	1/22/2011 21:46	1/23/2011 13:34	1	1	masked	masked	20	1	5	1	5	1	1	0	20	1	5	1	5	0	1	0	10	1	5	0	0	0	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	4	3	5	4	3	90	3	0	2	2	4	4	2	1	2	3	3	4	5	4	4	3	3	4	3	4	2	2	2	1	1	1	2	2	2	NA
masked	masked	12/22/2010 13:52	12/22/2010 14:03	1	1	masked	masked	8	0	2	0	0	0	0	0	6	6	4	1	6	0	0	0	6	0	10	0	0	0	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	4	4	1	1	1	1	1	90	0	0	3	1	4	3	2	1	1	1	1	4	4	4	5	4	3	5	4	3	1	2	1	1	1	1	1	2	2	NA
masked	masked	12/22/2010 17:17	12/22/2010 17:25	1	1	masked	masked	4	0	0	0	0	0	1	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	4	1	2	5	3	4	1	3	1	1	1	85	0	0	3	3	2	3	2	3	2	2	2	4	4	2	4	3	3	4	3	3	1	1	2	1	1	2	1	2	2	"Your workshop was very helpful, but too short.  "
masked	masked	12/29/2010 11:13	12/29/2010 11:22	1	1	masked	masked	0.5	0	0	0	0	0	0	0	0.25	0	0.33	0	0	0	0	0	0.25	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	1	5	5	5	4	3	3	3	4	4	4	3	3	3	5	3	3	1	1	2	2	1	1	2	2	2	NA
masked	masked	12/16/2010 16:38	12/16/2010 16:46	1	1	masked	masked	6	1	4	0	1	0	0	0	0	0	4	2	4	2	1	0	2	0	0	0	0	0	3	1	1	1	1	1	1	1	1	1	1	4	4	4	1	1	5	4	1	3	1	1	85	1	1	5	2	5	3	2	2	2	2	3	3	4	4	4	3	3	4	4	4	1	1	2	1	1	2	1	2	2	NA
masked	masked	12/16/2010 16:57	12/16/2010 17:02	1	1	masked	masked	6	0	6	0	0	0	1	0	5	0	3	0	0	0	1	0	5	0	0	0	0	0	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	95	0	0	3	4	5	5	5	1	1	1	1	3	4	3	4	5	3	4	3	4	1	1	1	1	1	1	1	2	1	NA
masked	masked	1/12/2011 7:58	1/12/2011 8:15	1	1	masked	masked	1	0	1	0	0	0	0	0	0	0	1	5	0	0	0	0	1	0	0	0	0	1	3	1	1	1	1	1	1	1	1	1	1	3	3	3	3	4	4	3	3	3	3	3	90	0	0	2	2	2	1	1	1	2	2	2	3	5	4	3	4	2	3	2	3	2	2	2	1	1	2	1	2	2	NA
masked	masked	12/29/2010 6:53	12/29/2010 7:02	1	1	masked	masked	5	0	1	0	0	0	2	0	5	2	2	0	5	0	0	0	2	0	5	0	0	0	1	1	1	1	1	1	1	1	1	1	1	4	3	2	3	4	4	3	2	4	3	1	95	0	0	2	2	4	5	4	2	3	2	2	3	4	4	4	5	2	5	4	4	1	2	2	1	1	2	1	2	2	Would be happy to do more blocks but surgery volume and lack of surgeon and hospital desire for blocks are limiting. Exparel being used more often instead of catheters
masked	masked	12/29/2010 18:52	12/29/2010 18:57	1	1	masked	masked	30	2	2	0	10	0	0	0	10	20	5	0	0	0	0	0	8	0	2	0	0	0	1	1	1	1	1	1	1	1	3	1	1	4	2	3	3	5	5	3	2	3	3	1	99	2	0	1	1	1	4	4	1	2	2	2	3	4	1	4	3	3	4	3	5	2	2	2	2	1	2	1	2	2	NA
masked	masked	12/17/2010 11:23	12/17/2010 11:32	1	1	masked	masked	8	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	4	4	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	4	5	5	5	99	0	0	1	1	2	2	1	1	2	2	2	4	5	5	4	4	4	4	5	5	1	1	1	2	2	1	2	2	1	NA
masked	masked	1/11/2011 10:11	1/11/2011 10:22	1	1	masked	masked	10	12	0	0	3	2	20	0	5	2	5	2	15	0	0	0	5	10	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	3	2	5	2	1	80	0	0	5	4	4	3	4	2	2	2	4	4	5	4	3	3	4	5	3	5	2	2	2	2	1	1	2	2	2	NA
masked	masked	1/7/2011 9:36	1/7/2011 9:50	1	1	masked	masked	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	2	2	1	1	1	1	1	4	3	3	3	3	3	3	4	3	3	3	100	0	0	2	3	3	3	1	3	1	1	1	4	4	4	4	4	4	4	4	4	2	2	2	1	2	1	2	2	2	NA
masked	masked	12/29/2010 8:48	12/29/2010 9:10	1	1	masked	masked	0	0	8	0	0	0	0	0	2	0	1	0	0	0	0	0	6	0	2	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	100	0	0	4	2	4	3	3	1	3	3	3	5	4	3	5	5	2	5	4	4	1	2	2	1	1	1	1	2	2	"I am looking forward to trying a perineural catheter technique in a patient needing a supraclavicular nerve block for postoperative pain control that is an inpatient. Unfortunately, these come up rarely and without advanced notice. During my first catheter placement I would ideally want support from the company rep"
masked	masked	12/29/2010 8:08	12/29/2010 8:17	1	1	masked	masked	3	0	1	0	0	0	1	0	1	0	2	4	0	0	0	0	2	0	0	0	0	0	3	3	3	3	1	3	1	3	3	1	1	1	1	1	1	1	5	1	1	1	1	1	90	0	0	4	2	4	4	3	4	3	3	3	3	5	3	4	4	3	4	4	4	1	1	1	1	1	1	1	1	2	NA
masked	masked	12/18/2010 9:14	12/18/2010 9:24	1	1	masked	masked	20	0	0	0	6	0	10	0	0	0	10	2	15	0	12	0	2	0	0	0	0	0	2	2	2	2	2	3	2	2	2	2	2	3	1	1	3	1	4	1	1	1	1	1	100	0	0	4	1	4	2	3	4	3	1	1	3	4	4	3	3	2	3	4	4	1	1	2	1	1	2	1	2	2	NA
masked	masked	12/17/2010 20:13	12/22/2010 20:22	1	1	masked	masked	1	1	2	2	0	0	0	0	6	6	0	0	1	1	0	0	1	1	0	0	0	0	3	3	3	3	1	3	1	3	3	1	1	4	4	4	4	4	5	4	3	4	4	1	80	1	0	3	2	4	3	3	2	3	3	3	4	5	4	5	4	4	5	3	4	1	2	2	1	1	1	1	2	2	NA
